stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,stop_code,stop_desc,stop_url,stop_timezone,wheelchair_boarding,platform_code
S010200089500100,こおろぎ公園,43.1687797010686,141.042113632704,Z008120,0,,,,,,,
S010200089500200,こおろぎ公園,43.1692831142496,141.042183040151,Z008120,0,,,,,,,
S010200089600100,望洋パークタウン入口,43.1715571711202,141.043050877065,Z008130,0,,,,,,,
S010200089600200,望洋パークタウン入口,43.1708714884682,141.042981480684,Z008130,0,,,,,,,
S010200089700100,ニュータウン桜入口,43.1719043239751,141.042217600082,Z008140,0,,,,,,,
S010200089700200,ニュータウン桜入口,43.1720518788386,141.042321748117,Z008140,0,,,,,,,
S010200089800100,和光学園前,43.1710102148401,141.038502721727,Z008150,0,,,,,,,
S010200089800200,和光学園前,43.1708887120172,141.038815200067,Z008150,0,,,,,,,
S010200089900100,最上町,43.1829074748801,140.966703119389,Z008160,0,,,,,,,
S010200090000100,からまつ公園,43.1827166566467,140.970730534138,Z008170,0,,,,,,,
S010200090000200,からまつ公園,43.1829770832915,140.972015121097,Z008170,0,,,,,,,
S010200090100100,最上橋,43.1826127032903,140.976910521225,Z008180,0,,,,,,,
S010200090100200,最上橋,43.1827949817699,140.977188262121,Z008180,0,,,,,,,
S010200090200100,道営アパート通,43.1827516135861,140.978090958577,Z008190,0,,,,,,,
S010200090200200,道営アパート通,43.1828124185445,140.979583871605,Z008190,0,,,,,,,
S010200090300100,最上町仲通,43.1826822598893,140.980625449299,Z008200,0,,,,,,,
S010200090300200,最上町仲通,43.1832464813843,140.982291926775,Z008200,0,,,,,,,
S010200090400100,最上交番,43.1842360648138,140.986006799077,Z008210,0,,,,,,,
S010200090400200,最上交番,43.1840971917147,140.985972088505,Z008210,0,,,,,,,
S010200090500100,春日台,43.181458684003,140.987812355165,Z008220,0,,,,,,,
S010200090500200,春日台,43.1820315207412,140.987499849486,Z008220,0,,,,,,,
S010200090600100,松ヶ枝町,43.1798356482665,140.988749866409,Z008230,0,,,,,,,
S010200090600200,松ヶ枝町,43.1792975227548,140.988854056017,Z008230,0,,,,,,,
S010200090700100,小樽入船郵便局下,43.1793063578496,140.993645276658,Z008240,0,,,,,,,
S010200090700200,小樽入船郵便局下,43.1792629502098,140.993332808343,Z008240,0,,,,,,,
S010200090800100,入船３丁目,43.1798359098616,140.996804673016,Z008250,0,,,,,,,
S010200090800200,入船３丁目,43.1798706357487,140.99704770387,Z008250,0,,,,,,,
S010200090900100,入船４丁目,43.183151560545,140.999338958495,Z008260,0,,,,,,,
S010200091000100,メルヘン交差点,43.1902689973024,141.006976705349,Z008270,0,,,,,,,
S010200091000200,メルヘン交差点,43.1902342860784,141.007185021421,Z008270,0,,,,,,,
S010200091100100,有幌町,43.1890886769206,141.009789015512,Z008280,0,,,,,,,
S010200091100200,有幌町,43.1889758344169,141.009511270408,Z008280,0,,,,,,,
S010200091200100,幸入口,43.2101004954422,140.971423252977,Z008290,0,,,,,,,
S010200091200200,幸入口,43.2099876676078,140.971596854784,Z008290,0,,,,,,,
S010200091300100,幸２丁目中央,43.213190363978,140.970416214655,Z008300,0,,,,,,,
S010200091300200,幸２丁目中央,43.213068857774,140.970624535981,Z008300,0,,,,,,,
S010200091400100,幸２丁目,43.2159417512552,140.969999419718,Z008310,0,,,,,,,
S010200091400200,幸２丁目,43.2154904275182,140.970311918042,Z008310,0,,,,,,,
S010200091500100,幸３丁目,43.2177383926386,140.969547963743,Z008320,0,,,,,,,
S010200091500200,幸３丁目,43.2172176295376,140.96975630931,Z008320,0,,,,,,,
S010200091600100,幸会館,43.2186063345224,140.969304878101,Z008330,0,,,,,,,
S010200091600200,幸会館,43.21896217476,140.968714633646,Z008330,0,,,,,,,
S010200091700100,公務員宿舎,43.2194047738895,140.96701337621,Z008340,0,,,,,,,
S010200091700200,公務員宿舎,43.2200383569271,140.966388395901,Z008340,0,,,,,,,
S010200091800100,幸小学校,43.2207673997798,140.965312062914,Z008350,0,,,,,,,
S010200091800200,幸小学校,43.2219564706699,140.964687048873,Z008350,0,,,,,,,
S010200091900100,おたもい交番,43.2230760356637,140.961909461633,Z008360,0,,,,,,,
S010200091900200,おたもい交番,43.2237183342788,140.962395488496,Z008360,0,,,,,,,
S010200092000100,おたもい団地,43.2216786027085,140.960867976771,Z008370,0,,,,,,,
S010200092000200,おたもい団地,43.2222601369469,140.961110974394,Z008370,0,,,,,,,
S010200092100100,育成院前,43.2198385345377,140.960416741615,Z008380,0,,,,,,,
S010200092100200,育成院前,43.2195173863574,140.960208447169,Z008380,0,,,,,,,
S010200092200100,緑１丁目,43.1918741957552,140.991318341771,Z008960,0,,,,,,,
S010200092200200,緑１丁目,43.1922300540524,140.991283601187,Z008960,0,,,,,,,
S010200092300100,北一硝子三号館前,43.1920483215235,141.00780985321,Z008970,0,,,,,,,
S010200092400100,ヴェネツィア美術館,43.1940879720195,141.006837597571,Z008980,0,,,,,,,
S010200092500100,かま栄本社前,43.195962699632,141.005483443006,Z008990,0,,,,,,,
S010200092600100,新琴似１０条１６丁目,43.129991102658,141.310910512363,Z009000,0,,,,,,,
S010200092600200,新琴似１０条１６丁目,43.1296873201404,141.310910530882,Z009000,0,,,,,,,
S010200092700100,手稲駅北口,43.1208146642838,141.243382600362,Z008800,0,,,,,,,
S010200092700200,手稲駅北口,43.12092749212,141.243208998463,Z008800,0,,,,,,,
S010200092800100,手稲区役所,43.1220212292974,141.246889146673,Z008810,0,,,,,,,
S010200092800200,手稲区役所,43.1220906528307,141.246507233371,Z008810,0,,,,,,,
S010200092900100,前田３条１０丁目,43.1232104262546,141.250117941981,Z008820,0,,,,,,,
S010200092900200,前田３条１０丁目,43.122637565634,141.249701348752,Z008820,0,,,,,,,
S010200093000100,前田５条１０丁目,43.1246686446494,141.252027398637,Z008830,0,,,,,,,
S010200093000200,前田５条１０丁目,43.1255974033287,141.253624416443,Z008830,0,,,,,,,
S010200093100100,前田６条１０丁目,43.1268733340837,141.254978380063,Z008840,0,,,,,,,
S010200093100200,前田６条１０丁目,43.126812584385,141.255186697803,Z008840,0,,,,,,,
S010200093200100,前田中学校前,43.1311609266859,141.252513069562,Z008850,0,,,,,,,
S010200093200200,前田中学校前,43.1312390512585,141.252790816861,Z008850,0,,,,,,,
S010200093300100,前田８条１３丁目,43.1333135300428,141.25518630203,Z008860,0,,,,,,,
S010200093300200,前田８条１３丁目,43.1325410318475,141.254491968929,Z008860,0,,,,,,,
S010200093400100,前田中央小学校前,43.1327060171939,141.256783413339,Z008870,0,,,,,,,
S010200093400200,前田中央小学校前,43.1327580851229,141.256505658114,Z008870,0,,,,,,,
S010200093500100,前田９条１０丁目,43.131369509115,141.260915056561,Z008880,0,,,,,,,
S010200093500200,前田９条１０丁目,43.1318121829066,141.261505252728,Z008880,0,,,,,,,
